yarn_company_name,n
Karmin,1
Karoa Fibres,1
Karoo Moon,2
Kartopu,28
Kaschka Originale,3
Kashmina,1
Kat's Kettle,1
Kate Selene,2
Kathee Nelson Art Yarn,3
Kathienchen Yarns,1
Kathryn Alexander Designs,2
Kathys Fibres,5
Katia,116
Katsara Luxury Yarns,3
Kattikloo Fiber Studio,4
Kaufhof AG,1
Kaufland Warenhandel,1
Kauni,6
Kaupunkilanka,4
Kaya Yarn,1
Keegan Lane Yarns,1
Keepinknitreal Handpaints,1
Keepsake Fibre Co.,2
Keesi,2
Kehrätär,1
Kehräämö Christina,1
Keito Soko  毛糸創庫 Camel,4
Keito-Zakka Stores,38
Kelbourne Woolens,4
Kelly Casanova,1
Kelpie Fibers,5
Kenyarn,1
Kenzie's Kozies,1
Kerry Woollen Mills,3
Keten Tekstil,1
Kettle Dyed Yarns,3
Kettle Yarn Co.,4
Kettu Yarns,8
Keystone Art & Craft,1
KiK Textilien,5
KicsiKato Yarns,2
Kid,1
Kiez Garn,3
Kilafors,6
Kilnwood Alpacas,1
Kim Dyes Yarn,7
KimiK,1
Kindred Red,2
Kindred Spirits Yarn,1
Kindred Yarn & Design,3
Kinfolk Yarn and Fibre,1
King Cole,85
Kingcraig,9
Kingdom Fleece & Fiberworks,2
Kinna textil,5
Kinsyo,15
Kinsyou,1
Kiparoo Farm,5
Kirbywirby Hand Dyed Yarns,4
Kirkton House,6
Kirov Yarn Mills,14
Kismet Yarns,12
Kit Couture,4
Kitterly,1
Kitty Grrlz Handspun Yarns,1
Kitty Knits,2
Kitty Pride Fibers,2
KittyBeaKnitting,1
KiwiYarn-a,8
Klarabela,1
Klazien's Kreatie,2
Kleur en Draad,2
Klinta Wolle,2
Klippan Saule,2
Klippans Yllefabrik,1
Knerd String,5
Knit & Needlepoint,1
Knit 1 Chicago,1
Knit 4 U,1
Knit Clinic Yarns,1
Knit Collage,8
Knit Cozy,1
Knit Craft by Hobbycraft,7
Knit Free or Dye,2
Knit Front and Back,1
Knit Girl Yarn,2
Knit Go Craft,1
Knit In Paris,1
Knit Knerd's Hand Dyed Yarn,1
Knit Me Up,1
Knit Now,1
"Knit One, Crochet Too",6
Knit Picks,58
Knit Purl,2
Knit Spin Farm,1
Knit Stitch Yarn,2
Knit Style Yarns,2
Knit Witch,5
Knit and Fiber Creation,3
Knit at Home,3
Knit it!,2
Knit.Me,1
KnitByBart,1
KnitCircus,7
KnitCore,1
KnitKnots,4
KnitMona,2
KnitSpin,1
KnitWit's Maine Yarn,1
Knitabulous Yarn,4
Knitca,8
Knitcola,2
Knitcraft & Knittery,5
Knitfield,2
Knitfish,2
Knitglobal,2
Knitgrrl Studio,1
Knitive,1
Knitivity,6
Knitley Road,3
Knitologie,5
Knitolution,1
Knitritious Yarns,2
Knits in Class Fiber Studio,5
Knits4Comfort,2
Knitsch Yarns,6
Knitspirations,1
Knitted Wit,8
Knitted to a T,3
Knitter's Kitchen,1
Knitterly Things,5
Knitters Brewing Company,1
Knitters Nightmare Yarn & Fiber,3
Knitterscarlet's Hand-Dyed Yarn,3
KnittinBro Yarns,4
KnittinK,2
Knitting 4 Children,3
Knitting Craft,2
Knitting Essentials,4
Knitting Fever,15
Knitting Iceland,1
Knitting Niqabi,3
Knitting Notions,6
Knitting Nysssa Hand Dyed,1
Knitting Spiro,4
Knitting Wolf Luxury Yarns,1
Knitting by Zen,3
Knitting for Olive,4
Knitting in France,3
Knitting on the Fringe,1
Knitting with Ardor,1
Knitty Gritty Yarn Store,1
KnittyandColor,3
Knitwerx,1
Knitwhits Freia Handpaints,16
Knitwich,1
Knitwise Pricewise,5
Knitwit Originals,1
Knitwitches,8
Knitworld,1
Knockando Woolmill,4
Knoll Yarns,7
Knomad Yarn,3
Knot House Yarns,6
Knots and Rows,1
Knotty Ewe,1
Knotty Habit,5
Knotty Pine Fiber Co.,7
KnoxFarmFiber,1
Knudegarn,2
Koala,1
Koda,4
Koenig Farm Spinnery,2
Koigu,10
Kokomo Yarns,1
Kokon Yarn,7
Kokonki,4
Kolibri-creativ,4
Kollabora,1
Kollektion der Vielfalt,6
Komeri,1
Kona Bay Knitting,1
KoolerKolors,1
Koperdraadje,1
Koru Designs Yarns,4
Kotikulta,2
Kraehennest-Wolle,2
Kraemer Yarns,17
KraftyKoala,5
Kraken Yarns,1
Krea Deluxe,4
Kreativmitwolle,1
Kreinik,2
Kremke Soul Wool,12
Kristen in Stitches,3
Krityum Hand Dyed Yarn,3
Kroton,1
Kruidvat,3
Krystal Acres Alpaca,1
Kumbeshwar Technical School,3
Kurabo,1
Kurt Hesse,1
Kurtenbach,12
Kusumike,4
Kutnor,5
Kyla's Lab: Textile Arts & Accessories,1
Käsitöölõng,1
Kässäkerho Pom Pom,4
L&K,1
L'Atelier Teinture,3
L'Atelier de la création,2
L'stell,1
L'Écheveau Solidaire,2
L'échappée Laine,2
L.A.M.,1
L.U.P. Angora,1
LA-LA-MA,2
LAMANA,9
LB Art Yarn,2
LC Alpaca Yarn,2
LHogan,1
LL Yarn Co.,1
LORD,1
LOVESPUNning,1
LOVEYARN 回归线,1
LYDIA,2
La Alpaca,1
La Barcelana,1
La Bergerie Nationale,1
La Bergerie du Pays,1
La Bien Aimée,8
La Bobineuse,4
La Boule de Neige,1
La Brebis,2
La Dolce Vita Alpaca Farm,1
La Droguerie,10
La Ferme du Val Dampierre,1
La Fée Ballot,2
La Maison Tricotée,4
La Maison à Loisir,1
La Mia,11
La Pelote Parisienne,1
La Pelote Vagabonde,4
La Petite Indienne,1
La Petite Knitterie,1
La Petite Lainiere,1
La Piantalana,1
La fille au renard,3
LaFéeFil,8
Laal Bear,11
Labour Line,1
Lady Dee's,4
Lady Dye Yarns,6
Lady Squirrelington Yarns,1
LadyFernaco Creations,3
Ladybug Fiber Company,2
Ladybug Loops,10
Ladybug Yarns,1
Lai-la-lai Yarnz,3
Lain'amourée,2
Laine & Chaudron,1
Laine Angora,3
Laine Chat Maille,1
Laine Select,2
Laine de Mout,1
Laine des Iles,1
Laine des coccinelles,1
Laine et Tricot,1
Laines Delphines,3
Laines Paysannes,8
Laines Péché Mignon,4
Laines de Joa,3
Laines du Ménez Hom,1
Laines du Nord,33
Laines du Pingouin,8
Laines et Luxe,3
Laines à l'Ouest,4
Lake Knit Yarns,3
Lakes Yarn and Fiber,9
Lakshmi's Dreams,8
Lalena,7
Lama,1
Lamb + Vine,1
Lamb Good Fibers,3
Lambspun Of Colorado,3
Lambstrings Yarn,5
Lamby Toes,1
Lamington Lass,11
Lammermuir Wool,4
Lammy Yarns,19
Lampyridae,1
Lana,1
Lana Alzetta,1
Lana D'Abruzzo,5
Lana Gatto,38
Lana Grossa,31
Lana Kam,1
Lana Liza,3
Lana Naturalmente,1
Lana Plantae,3
Lana Stella,1
Lana al Pascolo,3
Lana y Telar,1
Lanabel,10
Lanafil do Brasil,1
Lanamania,2
Lanar Emporio,5
Lanartus,14
Lanas & Tramas,1
Lanas Gayfil,1
Lanas Naturales,2
Lanas Puras Yarns,3
Lanas Rubí,4
Lanas Sevimex,8
Lanas Stop,28
Lanas Urbano,3
Lanasalpaca,6
Lanascolours,4
Lancashire Farm Wool,1
Lancaster County Yarns & Wools,1
LandLust,1
LandSkein Fibers,1
Lane Borgosesia,3
Lane Cervinia,15
Lane Grawitz,1
Lane Monterosa,2
Lanecardate,10
Lanera Chilena,6
Laneras,10
Lanerossi,3
Laneum,2
Lang Yarns,73
Lange's Rock Farm,1
Lani's Lana ~ Fine Rambouillet Wool,5
Lanitium ex Machina,6
Lanivendole,2
Lankafarmin HANDDYED YARNS,2
Lankava Oy,8
Lanoso,9
Lantern Light Yarn & Fiber,1
Lantern Moon,1
Lappajärven Värjäämö,1
Lara Downs,2
Lara Lamb,1
Lara's Creations,1
Lara's Trends,1
Larkspur Funny Farm,1
Larpeiradas Yarn,1
Las Hidalgas,2
Lattes & Llamas,3
Laufmasche,1
Laughing Cat Fibers,1
Laughing Hens,1
Laughing Lamb Woolery,1
Laughing Lemur,2
Laughing Rat Studio,4
Laughing Sea Yarns,1
Laughing Yaffle,1
Laura Biagiotti,1
Laura's Loom,3
Laurel Mountain Dyeworks,1
Lauren Aston Designs,1
Lavender Fleece,1
Lavender Hills Farm,1
Lavender Lune Yarn Co.,8
LavenderSheep,7
Laxtons,5
Lazar Beam Yarns,1
Lazer Sheep Yarns,2
Lazy Cat Yarn,5
Lazy Perry Ranch,8
Lazykate,2
Le Bruit des Aiguilles,1
Le Cerf,1
Le Chat qui Tricote,2
Le Jardin des Fibres,2
Le Lapin Blanc,1
Le Nid de Lili,1
Le Pastel Club,1
Le Petit Grain Saint Valery sur Somme,1
Le Tinte del Bosco,1
Le Vieux Rouet,1
Le mohair des fermes de France,1
LeFrances Handmade,1
LeRoo Crochet,2
Lea Flora,1
Leading Men Fiber Arts,7
Leap of Faith Yarns,1
Left Coast Yarns,1
Leicester Longwool Co.,1
Leine Merino,3
Leisure Time Yarn,2
Lellabella,1
Lemon Jelly Pool,6
Lena Wolle,1
Lentävä lapanen,1
Leo and Roxy Yarn Co.,3
Leo's Lovely Treasures,2
Leon Alexander Yarns,3
Les Aiguilles du Hérisson,4
Les Arts Textiles du Témiscouata,1
Les Fibres Fantastiques,3
Les Garçons Hand-Dyed,1
Les Laines Coco Yarns,2
Les Laines Douceur,1
Les Pelotes de Lune,1
Les Petits Points Parisiens,8
Les Soies de Marie,1
Les Toisons Bretonnes,10
Les brebis du Beaurivage,2
Les laines de Bibounette,1
Les laines de woolyma,1
Les laines du forez,1
Less Traveled Yarn,3
Let Them Knit,6
Lettuce Knit,1
Leviathan Fibres,4
Li'l Red KettleHead,1
Libbsticka,1
Libby Summers,1
Liberty Fibers,1
Lichen and Lace,4
Lichtfaden,4
Lickety Stitch,1
Lidl,1
Lieblingsstück,1
Lienes,1
Life in Lilt Creations,1
Life in the Long Grass,8
Light Brown Hare,2
Lighthouse,2
Lighthouse Yarns,1
Likas-Gewerke,3
Lil Weasel,6
Lili Yarns,1
Lille Rille Design,2
Lilly's Rainbow Yarns,1
Liloppi,1
Lilou,8
Lily,6
Lily & Pine Fibre Arts,4
Lily Chin,1
Lily Hand Dyed,1
Lily Neige,7
LilyPuss Craft Designs,1
Limageda,2
Limbažu Tīne,3
Limmo-Design,8
Limol,5
Linate,5
Lincraft,16
Lincraft European Collection,4
LindayKnits,1
Linde Garn,1
Linden Yarn,1
Linea Ca,1
Lineapiu Group,11
Linen Assorti,1
LinenSpirit,3
Lion Brand,58
Lioness Arts,8
Lis Yarn,1
Lisa Souza,10
Lise Tailor,1
Lismi Knits,4
Lismore Sheep Farm,2
LitYarn,4
Literally Yarn,2
Literary Yarns,1
Litet Nystan,2
Little Barn,1
Little Bo-Peep Knits,1
Little Boo Yarns,1
Little Dipper Yarns,1
Little Dog Designs,2
Little Dreams Boutique,1
Little Fox Yarn,5
Little Green Finch,3
Little Grey Cat Designs,1
Little Knits,10
Little Monkey's Stitch n Spin,5
Little Owl Crafts,1
Little Plum Yarn,3
Little Purler,2
Little Red's Yarn,2
Little Sheep Yarns,1
Little Skein in the Big Wool,1
Little Tailoress Yarn,1
Little Trunks Knits,4
Little Wing Fibers,1
Little Wolf Yarns,1
Little Wool Company,6
Little Woollie Makes,1
Little Yellow Uke Crafts,1
LittleFreak Yarns,2
Littlebean Loves Yarn,5
Litwool,1
LiveOrDye Yarn,6
Liverpool Yarns,1
Livin Vivid Yarn,1
Living Dreams Yarn & Fiber,4
Lizard Toes,1
Lizzie's Wonderland,2
Lizzie-Anne Yarns,3
Llady Llama Fiber Co.,3
Lobster Pot Yarns,4
Local Color Fiber Studio,8
Loch Ness Knitting,10
Lockwood Fibres,1
Locoporella,3
Lofoten Wool,5
Loft Twenty Two,1
Lofty Fibres,2
Lofty Loops Yarns,2
LoftyFiber,1
Log Cabin Fiber Co,1
Log House Cottage,2
Lokateks,1
Lola-Doodle's,1
LolaBean Yarn Co.,10
Lolilafée,2
Lollipop Cabin,4
Lollipop Guild Yarns,2
Lollipop Yarn,1
Lollo Crea,1
Lollytree Yarn,9
London-Wul,2
Lone Star Arts,1
Lonely Oak Alpaca,1
Lonesome Stone,6
Long Cove Farm,2
Long Distance Yarns,1
Long Dog Yarn,3
Long Hollow Alpacas,1
Long Island Yarn & Farm,2
Long Way Homestead,6
Looking Glass Fiber Art,1
Lookout Farm,1
Loom Wool,1
Loop,1
Loop & Whorl Fiber Co,1
Loop Fiber Studio,3
Looped Back,1
Loops,1
Loops & Threads,22
Loopy Mango,5
Lopo Xavier,3
Lora Festa,3
Loren,1
Loret Karman,5
Loro Piana,23
Lost City Knits,3
Lost Coast Weavers,1
Lottieknits,1
Lotus International (India),3
Lotus Yarns,18
Louhittaren Luola,16
Louie & Lola Yarns,5
Louise Robert Collection,2
Louisiana Yarn Guys,3
Love Ewe Yarns,5
Love Fest Fibers,1
Love and Speckles,2
LoveBug Yarns,1
LoveKnitting,1
Lovebird Lane Yarns,1
Lovebug's Yarns,1
Loved Ones Yarn,1
Lovells Knits,1
Lovely by Lee,1
Lovelyarns,2
Lovesticks,2
Lowlander Yarns,1
Lucci Yarn,7
Lucky Dog Yarn Co,1
Lucky Lamb Yarn Co.,6
Lucky Violet Color Co,3
Lucy Neatby,4
Lucy's Sheep Camp,1
Luigi Botto,1
Luloma,1
Lulubelle knits!,1
Lumiere Yarns,4
Luminous Brooklyn,3
Luna Aura Fiberworks,1
Luna Fibers,1
Luna Grey Fiber Arts,10
LunaPurl Yarns,1
Lunatic Fringe Yarns,8
Lunayarns,3
Luscious Little Somethings,9
LushMommy,1
Lusie's Linen,1
Lusty Yarns,1
Luv,1
Lux Adorna Knits,1
Luxx Yarns,4
Luz Color,1
Lynai Yarns,3
Lyric Hill Farm,1
Lyrical Yarns,2
Lysecreations,2
Lystig,1
Læsø Uldstue,2
Løve Garn,6
Lütt Marie,1
Lütt Wollhus,2
M&R Handarbeiten,1
M1 Yarns,1
MANUOSH,1
MARUYASU corporation,1
MINKA Fair Trade,1
MJ Yarns,4
MOCO Emiko,1
MOCO Yarns,3
MTG,1
MUSE2320 Fiber Co.,4
Ma Petite Laine,2
MaDa Yarns,1
Maatila Musta Lammas,1
Maavillane.ee,1
MacAusland's Woollen Mills,5
MacKintosh Yarns,4
Mace of Skeins,2
Macek Designs,2
Machete Shoppe,4
Mad Angel Creations,1
Mad Color Fiber Arts,7
Mad Scientist Yarns,7
Madame Lutuss,1
Madame Tricote,29
Maddfuzzy,1
Maddison,11
Made by Ewe,1
Made by Hailey Bailey,1
Made by ME,13
Made by Penguins,2
Made in America Yarns,3
Made in Hackney,1
Madejajaja,1
Madejas,1
Madejasur,2
Madelaine et Filibert,5
Madison & State Fiber Co.,1
Madison River Alpaca Farm,1
Madolaine,1
Madsen Originals LLC,2
Maelstrom Fiber Arts LLC,2
Mafil,20
MaggiKnits,7
Maggie P - Traumwollen für Wollträume,1
Maggie's Farm,1
Magic Needles,1
Magicneedles,1
Magiske Garner,2
Magliamania Yarn,9
Magnolia Yarns,1
Magpie Fibers,5
Mahogany Turtle,1
Maille Name Is,4
Main Street Yarns,1
Maine Fiber & Textiles,1
Maine Fiber Workshop,1
Maine Island Yarn,1
Maine Woods Yarn & Fiber,1
Mainstays,7
Maison Corlène,5
Maison Sajou,1
Maison Septembre,2
Maisy Day Handspun,2
Maiwa Honest Yarn,2
Majestic Merino,1
Make.Do,1
Makers' Mercantile,1
Makr,10
Malabrigo Yarn,17
Malli Knitting Yarn,1
Mallia Molokotou,2
Malsen og Mor,5
Malsens,1
Mama E's C*EYE*BER Fiber,1
Mama Jude's Plant Dyed Stuff,1
Mama Llama,6
Mama Ocllo,2
MamaZooma,3
Mamawooling,2
Mamy Factory,2
Man Made Fibre,1
ManMadeFibre,1
Mandi's Makings,1
Manduzana,1
Mango Moon,13
Manic Pixie Dream Yarn,1
Manifattura Filati Roses,1
Manifattura Igea,1
Manifattura Primavesi,2
Maniototo Wool,4
Manitoulin Yarns,1
Mano Creare,3
Manos Artesanas,2
Manos del Uruguay,6
Manta de Gato,2
ManuFactu,1
Manufactum,1
Manufaktur Haslach,1
Manukau Wools Ltd.,5
Mapina,1
Maple Creek Farm,8
Maple Dale Knits,1
Maple Frost Farm,1
Maple Ridge Sheep Farm,1
Maple View Farm,1
MarLen,2
Marathon Basin Wool Mill,1
Marchen Art,2
Marfil Yarns,1
Margaret Stove,2
Margo,1
Maria Cenoura,1
Maria Ortiz,1
Marianated Yarns,10
Marianne Svit,1
Marianne Østergaard,1
Marianthi Yarns,3
Marie and Me,1
Marigold Fibers,2
Marigold Silk,1
Marigoldjen Yarns,6
Marina Skua,3
Mariposa Yarn Atelier,3
Markno - Go Green,1
Marks & Kattens,22
Marli Tharn Hand Dyed Yarn,1
Marmalade Yarn Co. NZ,1
Marriner,15
Marta's Yarns,5
Martifil,4
Martin's Lab,13
Maruma Hand Dyed Yarns,6
Mary Gavan Yarns,5
Mary Lue's Yarns,1
Mary Maxim,20
Maschenkunst,1
Masculin Singulier,2
MasiKnits,1
Massoni,3
Master Knit,5
Matchmaker Yarns,1
Material Culture Fiber Arts,1
Mattifil Filati,1
Maui Yarns,2
MauiYarns,1
Maurice Brassard et Fils Inc.,13
May Hill Gotlands,1
Mayes Howe,1
Mayflower,22
Mayhem and Chaos,4
Maysville,2
McIntosh,2
McKnitty Yarns,2
McLana,1
Me & Ewe Yarns,1
MeRo-Colors,4
Meadow Made Fiber,2
Meadowcroft Dyeworks,6
Meadowlake Arts,5
Medusa Yarn and Fiber,2
Meduseld,3
Meeker Street,3
Megs & Co,5
MeiMei,1
Meian,1
Meine fabelhafte Welt,1
Melanie Wolle,2
Melbourne Wool Yarn,1
Melissa,5
Melissa Laurel Fiber Artist,1
MelissanthieYarns,3
Mellifera Yarns,7
Meme Yarns,1
Mendocino Wool and Fiber Inc.,1
Menita,3
Meraki Studio NZ,7
Mercerie,1
Mercia Wools,2
Merck Forest,1
Mercredi & Cie,3
Meridian Jacobs,1
Merinangora Filati S.p.A.,2
Merino Sheepskin Co./Wool Pak NZ,3
Merinofibers,3
Merinor,1
Meriyasu,1
Merribee,1
Merry & Mae,1
Mi Inca,1
Mi Madeja,1
Mia Bella Yarn & Accessories,2
Mia Persson,1
Miami Fiber Co.,4
Michell & CIA,11
Micsknitz,3
Mid Valley Fibers,1
Midara,20
Middle Campscott,1
Middlearthknitter Yarns,2
Midgaards Have,2
Midknit Cravings Yarn Co.,2
"Midnight Designs,  LLC",1
Midnight Maker,2
Midnight Sheep,1
Midnight Spectrum,1
Midnight Sun Alpacas,1
Midnight Yarns,1
Midnightsky Fibers,1
Midwinter Yarns,2
Mieko Mintz,1
Migration Yarn Co.,1
Milana,13
Mile High Merino,3
Mill End (A Real Brand Name),1
Mill House Designs,1
Milla Yarn,2
MillaMia,4
Millas Mikrofargeri,4
Millefili,1
Miller's Daughter,1
Millpost Merino,2
Millspun Yarns,2
Mind's Eye Yarns,2
Mindless Knits,1
Miner Creek Alpacas,2
Mineville Wool Project,14
Minlon,1
Minnehaha Fiber Works,3
Mint Rain Hand Dyed,2
MintBee,1
Mira Handcrafts,1
MiraGoods,1
Mirage (Saprotex),3
Mirasol Yarn,15
Miro Yarns,3
Mirosław Wnuk,1
Misfit Yarns,5
Misha & Puff Studio,1
Misha's Obsessions,1
Miss Babs,10
Miss Click Clack,6
Miss Farfelue,1
Miss Helen,1
Miss Kits,1
Miss Knitski,2
Miss La Motte,5
Miss Tricot Filati,8
MissMothballs,1
Mister Wool,4
Misti Alpaca,4
Mistralee Farm Studio,2
Misty Meadow Alpacas,1
Misty Mountain Farm,7
Mitchell's Creations,3
Mittenwalder Handarbeitsstuberl,1
Mjuk,1
Mme Benoir,4
MoYa,5
MoYarnCo,1
Mockingbird Fiber Co.,2
Mod Yarns,1
Moda Vera,15
Modamaglia,1
ModeKnit Yarn,6
Modista,4
Modus Operandi Fibers,5
Moeke Yarns,3
Moel View Yarn,1
Mohair in Motion,1
MollyGirl,7
Mollycoddle Yarns,1
Moloyarn,1
Mon Petit Rêve,3
Monaco,5
Mondial,47
Mondial Tissus,4
Mondlichtgarne,3
Monoprix,10
Monsoon Calamity,4
Monsoon Designs,11
Monster Knits,8
Montana Crochet,4
Moods of Colors,7
Moon Holler,1
Moon Stone Farm,1
Moon Tower Dye Works,1
Moonbrand,1
"Mooncake Yarn, Inc.",2
Moondrake Co.,6
Moonglow Yarn Co,2
Moonlight Knitting Society,1
Moonlight and Laughter,3
MoonlightYarns on Etsy,6
Moonrise Yarn Co,1
Moonrover,4
Moonshine Fiber Company,1
Moonstone Dyeworks,4
Moonstruck Fiber Arts,1
Moonstruck Yarn,1
Moose Manor Hand Paints,4
Morehouse Farm Merino,10
Morelfil,2
Morgan's Fine Yarns,1
"Morning Meadows Sundries, LLC",1
Morning Moon Alpacas,3
Morningside Road Fiber,1
Morris & Sons,18
Mosaic Moon,13
Moscow Yarn Company,14
Moseley Park,5
Mothy and The Squid,5
Motohiro,28
Mou Ness Yarns,1
Mount Saviour,1
Mountain Colors,4
Mountain Fusion,1
Mountain Meadow Wool,13
Moussa,2
Movers & Makers,2
Mr. Cey,2
Mrs Lam Yarns,2
Mrs Peacock Yarns,3
Mrs Robinson's Hand Dyed Yarns,1
Ms Mae Hand Dyes,1
Mt Veeder Spun,2
Mt. Rutsen Studio,3
Muetzelfabrik,1
Mulberry Cottage Yarns,2
Mulberry Yarns,1
Mummelschick,2
Mumpitz Design,1
Muna Quni,1
Munsell,3
Murky Depths,5
Murray & Co. Wool Goods,1
Muse Fiber Works,5
Must Stash Yarn & Fiber,2
Mustard Seed Yarn Lab,1
My Mama Knits,3
MyOma,2
Mybootee Boutique,3
Mylive,1
Mylive Fiber,1
Myrobolan,1
Myrrhwood Farm,1
Myrtle Yarn,3
Mystic Yarn Works,4
Mythic Yarn,1
Mythica Fibers,4
Myyarnstoryco hand dyed yarns,4
Määkylän Puoti,1
Möller Garne,1
Müller,1
ND Yarn Company,4
NGM Randa s r.o.,1
NKD Casa Home,4
NKI,1
NW Foraged,1
NW Yarns,1
Nadezhda's Crayon Box,3
Naito Shoji,1
Nako,32
Nakyang Yarn,1
Nalani Yarns,2
Namaskar,2
Namolio,3
Nana-Cindy NZ,1
Nancy's Knit Knacks,3
Nandia Cashmere,1
Nanne Kennedy,1
NanoStitch Laboratory,3
Nantucket Heather,1
Napping House Yarns,1
Narvik,1
Narwhal Needlework,2
Naska Premier,4
Natali Stewart,8
Nationwide Distributors and Marketing Limited,1
Natissea,2
Native Fibers,1
Native Yarns,4
Natpicar,1
Natur-ally,2
Natura,1
Naturafil,2
Natural Born Dyers,2
Natural Club,1
Natural Ewe,2
Natural Fantasy,5
Natural Merino,1
Natural Selection by Ri.Go,1
Natural Star Yarns,2
NaturalFibreArts,7
Naturally Yarns NZ,16
Nature's Luxury,8
Naturfell Shop,1
Naturfiber A/S,1
Naturgarn,2
Naturkinder,1
Naurava lammas,2
Navia,3
Nazar,4
Nazli Gelin,2
Neatnik Yarns,2
Nebula Fiber Collective,1
Needle & Fred,2
Needle Crafters,8
Needlefingers,2
Needles,5
Needles At The Ready,1
Neeley's Knits,2
Neighborhood Fiber Co.,15
Nellie's Fibers,2
Neon Unicorn Studios,1
Neota Designs,4
Nerd Girl Yarns,16
Nerdclub2000,1
Nerdy Bird Yarn,1
Nerdy Fibers,1
Nereids' Gallery,2
NettisNadelkunst,1
Netto,32
Neveda,3
Never Ending Obsessions,11
Never Enough Thyme,1
New England Alpaca Fiber Pool Inc.,1
New Forest Mohair,2
New Global International,1
New Hue Handspuns,2
New Lanark Organic Wool Spinners,2
New Lanark Wool & Textiles,4
New Mill S.p.a,1
Newbury Yarns,1
Newton's Yarn Country,19
Nezinscot Farm Wool,2
Nia Handpainted,1
Nice & Knit,4
Niceec,1
Nicole Quality Value,4
Nieuwe Technologie,1
Night Owl Fibers,1
Nihon Vogue,2
Nikke Victor,7
Nikkelon S,3
Nille,5
Nimu,4
NinYarn,2
Nina Hand Dyed Yarns,8
Ninapetrina,6
Niviarsiaq,2
Niťárna Česká Třebová s.r.o.,12
No Two Snowflakes,11
Nob Hill,3
Noble Character Crafts,1
Noda,1
Noelle's Noodles,2
Nomad Noos,3
Nomad Originals,1
Nomadic Yarns,3
Nooch Fiber,5
Noodle Soup Yarns,2
Norah George Yarns,3
Nordia Produkter,2
Nordic Yarn,4
Nordische Wolle,1
Norne Yarn,2
Noro,10
Norsk Alpakka,2
Norsk Trikotasjemuseum,1
North Bay Fiber,3
North Brook Farm,1
North Cabin Fiber-Crafts,1
North Light Fibers,3
North Loop Yarn,2
North Ronaldsay,3
North Woods Farm Fiber & Yarn,2
Northbound Knitting,13
Northeast Fiber Arts Center,3
Northern Bay Fibres,2
Northern Bee Studio,6
Northern Dreams Alpaca Farm,1
Northern Lights Fiber Co.,2
Northern Sky,1
Northern Wool,1
Northern Yarn,4
Northland,6
Northwoods Alpacas,1
Northwoods Dyeworks,1
Northwoods Fibers,1
Noti,2
Notlwonk Springs,2
Nova Exklusiv,1
Nova Plus,7
Novita,6
Nox Yarn Co.,4
NuMei,7
Nube,3
Nunavut Qiviut,1
Nundle Collection,7
Nunnaba Artisan Yarn,3
Nurja,2
Nurturing Fibres,6
Nurturing Threads,12
Nutmeg Fibers,2
Nutscene,1
Nyansera,7
Nysta,1
Nøstebarn,5
O'Maille,1
O-Wool,7
OHHIO,1
OMG Yarn,4
ONION Knit,2
ONline,71
OOAKKnits and CashmereJunkie,7
Oak Crest Alpaca,1
Oasis Farm Fiber Mill,1
Oasis Yarn,1
Ocean Park Yarns,1
Ocean by the Sea,6
Oceanwind Knits,5
October House Fiber Arts,1
Odalee Fibers,2
Odd-ish Creations,1
Oddity,2
Odelia Farms,1
Officina del Colore Naturale,1
Ofil,6
Ogle Design Fiber Arts,6
Ogres Jarns,1
Oh Nina! Hand Dyed Fibres,1
Oh! Loops,7
Ohio Valley Natural Fibers,1
Oink Pigments,5
Okay Knits,1
Okiteks,1
Oké!,2
Olann + Obair,1
Olann Gra,1
Olann Hand Dyed in Ireland,6
Old Crow ArtYarns,1
Old Maiden Aunt,7
Old Rusted Chair,3
Old Soul Fiber Co.,2
Old Town Yarns,2
Old Wire Road Fiber Co,2
Oldfield Creek Sock & Yarn,1
Oldmill - Estonian,1
Olimpias,2
Olive & Two Ewe,1
Olive Park Yarns,1
Olive Yarn Dye Co,2
Olive and Emma,7
Oliver Twists,4
Olivia & Oliver Fibers,4
Olympic Fiber Arts,1
Olympus,19
Omega,55
Once Upon a Time Skeins,1
One Lupine,5
One Pot Wonder Fibers,1
One Room Fibers,1
One Stitch More,1
One Tree Hill Alpacas,3
One Twisted Tree,1
One World One Dream,1
One of a Kind SA,1
Ontheround,8
Onyx Fiber Arts,4
Oomingmak,2
Opalessence Fiber Studio,1
Open Skies Yarn,1
Ophelia Italy,1
Opposite Coast Dyes,1
Opus,1
Opus33,1
Orange Flower Yarn,21
Orange Jellyfish Dream,3
Orange Octopus,1
Orange Tail Yarns,3
Orchidean Luxury Yarns,6
Orenshal,1
Organic Knitters,1
Organized Chaos Yarns,1
Origin Yarns,1
Orion Fiber Arts,2
Orion Top,2
Orkney Angora,3
Orkney Tweed,1
Orkney Wool,3
Orlana,3
Orlec,1
Orlis,1
Ormo,1
Ornaghi Filati,29
Oro Inca,2
Orquidea,1
Oso Blanco,5
Oswal Woollen Mills Ltd.,3
Otaki Dye House,2
Our Back 40,2
Our Humble Castle,5
Out of Step Dyeworks,2
Outlaw Yarn,5
Ovejita Be!,5
Ovelha Negra,5
Over the Moon Yarn,2
Over the Rainbow Yarns,7
Ovillo,5
Ovillos,6
Ovillova,1
Ovis Garn,1
Ovis Yarns,2
Ovis et cetera,4
