gauge_divisor,grams,id,machine_washable,min_gauge,name,permalink,rating_average,rating_count,rating_total,texture,yardage,yarn_company_name,yarn_weight_id,yarn_weight_knit_gauge,yarn_weight_name,yarn_weight_ply,yarn_weight_wpi,texture_clean,fiber_type_animal_fiber,fiber_type_id,fiber_type_name,fiber_type_synthetic,fiber_type_vegetable_fiber
4,120,105832,TRUE,12,Sweets Chunky,delicious-yarns-sweets-chunky,5,9,45,plied,110,Delicious Yarns,4,14-15,Bulky,12,7,plied,TRUE,24,Wool,FALSE,FALSE
4,100,106051,TRUE,28,Deeply Wicked Fidgit,easyknitscouk-deeply-wicked-fidgit,4.67,6,28,plied,437,Easyknits.co.uk,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
NA,100,106590,TRUE,NA,Merino Superwash Worsted,tangle-and-stash-merino-superwash-worsted,5,3,15,NA,218,Tangle and Stash,12,20,Worsted,10,9,NA,TRUE,24,Wool,FALSE,FALSE
4,300,216821,TRUE,11,Hush,big-twist-hush,4.25,4,17,NA,219,Big Twist,4,14-15,Bulky,12,7,NA,FALSE,6,Polyester,TRUE,FALSE
4,100,107621,TRUE,24,Lifestyle 100% Merino extrafein,farbschimmer24-lifestyle-100-merino-extrafein,4.4,5,22,plied,340,Farbschimmer24,10,24-26,Sport,5,12,plied,TRUE,24,Wool,FALSE,FALSE
NA,100,107660,FALSE,NA,Seriously Gorgeous 100% Swiss Spun Laceweight Silk,knitwitches-seriously-gorgeous-100-swiss-spun-laceweight-silk,4.5,2,9,NA,1000,Knitwitches,7,32-34,Lace,2,NA,NA,TRUE,9,Silk,FALSE,FALSE
NA,100,109792,NA,NA,Swan’s Down (Лебяжий пух),nazar-swans-down--,4,4,16,Novelty,186,Nazar,11,22,DK,8,11,novelty,FALSE,2,Nylon,TRUE,FALSE
NA,113,109978,TRUE,NA,Big turtle DK,turtlepurl-yarns-big-turtle-dk,4.67,6,28,3 ply smooth round yarn,275,Turtlepurl Yarns,11,22,DK,8,11,3 ply smooth round yarn,TRUE,24,Wool,FALSE,FALSE
4,50,110321,NA,22,Classical DK Crepe,sirdar-classical-dk-crepe,3.5,8,28,Crepe,120,Sirdar,11,22,DK,8,11,crepe,TRUE,24,Wool,FALSE,FALSE
NA,50,110706,TRUE,NA,Cotton Baby Soft,bbb-filati-cotton-baby-soft,4.6,5,23,Plied,196,BBB Filati,11,22,DK,8,11,plied,FALSE,1,Cotton,FALSE,TRUE
1,100,110941,NA,3.5,Alaska Fisherman Corriedale Wool,the-net-loft-alaska-fisherman-corriedale-wool,4.33,6,26,plied,158,The Net Loft,4,14-15,Bulky,12,7,plied,TRUE,3,Wool,FALSE,FALSE
NA,100,112124,FALSE,NA,Soft Sheep,atelier-zauberelfe-soft-sheep,5,8,40,NA,349,Atelier Zauberelfe,10,24-26,Sport,5,12,NA,TRUE,3,Wool,FALSE,FALSE
NA,100,112483,NA,NA,Worsted Merino,bad-amy-knits-worsted-merino,5,4,20,NA,205,Bad Amy Knits,12,20,Worsted,10,9,NA,TRUE,24,Wool,FALSE,FALSE
1,100,114111,FALSE,6,Chehalis,black-sheep-creamery-wool-chehalis,4.8,5,24,NA,275,Black Sheep Creamery Wool,10,24-26,Sport,5,12,NA,TRUE,3,Wool,FALSE,FALSE
NA,100,114725,FALSE,NA,Fairy Worsted,yarn-fairy-fairy-worsted,5,4,20,"soft, lofty",180,Yarn Fairy,12,20,Worsted,10,9,"soft, lofty",TRUE,24,Wool,FALSE,FALSE
1,100,115127,TRUE,4,Worsted Merino,maui-yarns-worsted-merino,5,5,25,loosely spun,200,Maui Yarns,1,18,Aran,10,8,loosely spun,TRUE,24,Wool,FALSE,FALSE
NA,100,116286,TRUE,NA,10ply 100% Wool,let-them-knit-10ply-100-wool,4.75,4,19,NA,183,Let Them Knit,12,20,Worsted,10,9,NA,TRUE,3,Wool,FALSE,FALSE
4,50,116954,TRUE,25,Kheops 100% Cotton,fonty-kheops-100-cotton,4,4,16,plied,136,fonty,10,24-26,Sport,5,12,plied,FALSE,1,Cotton,FALSE,TRUE
1,155,117114,TRUE,7,Boffo!,gnarledpaw-boffo,5,6,30,plied,655,gnarledpaw,5,28,Fingering,4,14,plied,TRUE,3,Wool,FALSE,FALSE
1,453,117487,NA,5,Gene B,newtons-yarn-country-gene-b,3,3,9,NA,1800,Newton's Yarn Country,10,24-26,Sport,5,12,NA,FALSE,4,Rayon,TRUE,FALSE
NA,100,117779,NA,NA,Floozy,vice-floozy,4.67,6,28,NA,218,Vice,12,20,Worsted,10,9,NA,TRUE,24,Wool,FALSE,FALSE
NA,100,118555,TRUE,NA,Liuku-Puffa,puffala-liuku-puffa,4.4,5,22,NA,437,Puffala,5,28,Fingering,4,14,NA,TRUE,3,Wool,FALSE,FALSE
NA,NA,118763,TRUE,NA,4ply Merino,let-them-knit-4ply-merino,5,4,20,NA,357,Let Them Knit,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
1,100,119677,TRUE,7,Sereknitty Sock,knitcore-sereknitty-sock,5,1,5,plied,400,KnitCore,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
NA,50,119695,NA,NA,Natural alpaga,art-atlas-natural-alpaga,5,3,15,NA,110,Art Atlas,12,20,Worsted,10,9,NA,TRUE,14,Alpaca,FALSE,FALSE
4,100,120123,NA,38,Redgarn 20/2,kampes-redgarn-20-2,4,1,4,NA,1094,Kampes,7,32-34,Lace,2,NA,NA,TRUE,3,Wool,FALSE,FALSE
4,100,120403,NA,24,Sport,duck-duck-wool-sport,5,2,10,plied,328,Duck Duck Wool,10,24-26,Sport,5,12,plied,TRUE,24,Wool,FALSE,FALSE
4,50,122131,NA,22,Fint uldgarn Multi,netto-fint-uldgarn-multi,4,2,8,Plied,219,Netto,11,22,DK,8,11,plied,TRUE,3,Wool,FALSE,FALSE
NA,100,122237,NA,NA,White Gum Wool Merino 8 ply,squeeful-yarns-white-gum-wool-merino-8-ply,5,2,10,NA,258,Squeeful Yarns,11,22,DK,8,11,NA,TRUE,24,Wool,FALSE,FALSE
1,100,123424,TRUE,5.75,Cyclone,show-me-yarn-cyclone,5,4,20,cable plied-super tight twist,274,Show Me Yarn,10,24-26,Sport,5,12,cable plied-super tight twist,TRUE,24,Wool,FALSE,FALSE
1,100,124367,NA,4.5,Worsted Wool,chaleur-hand-dyed-yarn-worsted-wool,5,4,20,plied,220,Chaleur Hand Dyed Yarn,12,20,Worsted,10,9,plied,TRUE,3,Wool,FALSE,FALSE
1,100,125010,TRUE,6.4,Rushmore,omg-rushmore,4,2,8,NA,345,OMG Yarn,10,24-26,Sport,5,12,NA,TRUE,24,Wool,FALSE,FALSE
NA,100,125440,NA,NA,Quals,phdyarns-quals,4.67,6,28,NA,215,PhDYarns,12,20,Worsted,10,9,NA,TRUE,24,Wool,FALSE,FALSE
NA,100,125585,NA,NA,Baby-Puffa,puffala-baby-puffa,5,1,5,NA,290,Puffala,10,24-26,Sport,5,12,NA,TRUE,14,Alpaca,FALSE,FALSE
NA,25,126292,NA,NA,Lumiac,bergere-de-france-lumiac,4,1,4,NA,287,Bergère de France,8,NA,Cobweb,1,NA,NA,FALSE,6,Polyester,TRUE,FALSE
NA,100,127563,TRUE,NA,Blurred Lines Worsted,vice-blurred-lines-worsted,4.67,3,14,NA,218,Vice,12,20,Worsted,10,9,NA,TRUE,24,Wool,FALSE,FALSE
4,50,129726,NA,28,Sport (118棉線),soft-feather-international-sport-118,4,2,8,plied,180,Soft Feather International,10,24-26,Sport,5,12,plied,FALSE,1,Cotton,FALSE,TRUE
NA,113,130001,NA,NA,Fine Merino DK,diakonie-wl-fine-merino-dk,4.67,3,14,NA,260,Diakonie WL,11,22,DK,8,11,NA,TRUE,24,Wool,FALSE,FALSE
NA,100,130061,TRUE,NA,Wagner,lanerossi-wagner,5,9,45,plied,1640,Lanerossi,7,32-34,Lace,2,NA,plied,TRUE,24,Wool,FALSE,FALSE
4,85,130222,NA,22,3 Ply Sport,notlwonk-springs-3-ply-sport,4.67,3,14,NA,260,Notlwonk Springs,11,22,DK,8,11,NA,TRUE,3,Wool,FALSE,FALSE
1,10,130717,NA,6,Detour Mini,yarntrekker-detour-mini,5,2,10,singles,52,YarnTrekker,5,28,Fingering,4,14,singles,TRUE,24,Wool,FALSE,FALSE
NA,100,131180,TRUE,NA,Ronda,hilaturas-lm-ronda,3.5,2,7,NA,104,Hilaturas LM,4,14-15,Bulky,12,7,NA,FALSE,5,Acrylic,TRUE,FALSE
NA,95,135415,NA,NA,Lily's Obsession,lily-hand-dyed-lilys-obsession,5,2,10,NA,344,Lily Hand Dyed,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
4,100,136179,NA,28,Silk Fingering,coolree-silk-fingering,4.67,3,14,plied,437,Coolree,5,28,Fingering,4,14,plied,TRUE,9,Silk,FALSE,FALSE
4,100,136480,NA,20,Distinctly Alpaca Worsted,black-wolf-ranch-distinctly-alpaca-worsted,4.57,7,32,plied,200,Black Wolf Ranch,12,20,Worsted,10,9,plied,TRUE,14,Alpaca,FALSE,FALSE
4,400,136542,TRUE,23,Softstrickgarn Sport,real-quality-softstrickgarn-sport,5,1,5,plied,1166,Real Quality,10,24-26,Sport,5,12,plied,FALSE,5,Acrylic,TRUE,FALSE
4,25,137014,NA,22,Cashmere,mondial-cashmere,5,3,15,plied,126,Mondial,11,22,DK,8,11,plied,TRUE,13,Cashmere,FALSE,FALSE
4,100,137445,NA,22,DK Alpaga,lily-neige-dk-alpaga,4.8,5,24,plied,270,Lily Neige,11,22,DK,8,11,plied,TRUE,14,Alpaca,FALSE,FALSE
NA,100,140088,NA,NA,Ultrafine Merino Lace,dyeninja-ultrafine-merino-lace,5,3,15,It's very smooth and round.,875,DyeNinja,7,32-34,Lace,2,NA,it's very smooth and round.,TRUE,24,Wool,FALSE,FALSE
NA,100,141314,TRUE,NA,ronde,paluloma-ronde,5,4,20,NA,437,Luloma,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
NA,50,141388,TRUE,18,Mérinos 5,1ou2mailles-merinos-5,5,3,15,NA,87,1ou2mailles,1,18,Aran,10,8,NA,TRUE,24,Wool,FALSE,FALSE
4,50,141669,NA,27,Retro,cria-retro,4,1,4,plied,230,Cria,5,28,Fingering,4,14,plied,TRUE,3,Wool,FALSE,FALSE
4,100,141933,NA,22,Merino 6fädig,wollbonbon-merino-6fadig,4.33,3,13,plied,254,Wollbonbon,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
NA,115,142784,TRUE,NA,Maya Aran,colour-adventures-maya-aran,5,3,15,plied,220,Colour Adventures,1,18,Aran,10,8,plied,TRUE,24,Wool,FALSE,FALSE
4,100,143411,TRUE,28,Superwash Sock,arctic-krafts-superwash-sock,5,3,15,plied,410,Arctic Krafts,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
NA,100,143433,NA,NA,Soprano Shawl,little-yellow-uke-crafts-soprano-shawl,4.78,9,43,NA,547,Little Yellow Uke Crafts,13,32,Light Fingering,3,NA,NA,TRUE,24,Wool,FALSE,FALSE
NA,100,143939,TRUE,NA,Pryia,vlnika-pryia,3.67,3,11,plied,268,Vlnika,11,22,DK,8,11,plied,FALSE,5,Acrylic,TRUE,FALSE
4,100,144032,NA,14,Alpaca 12 ply,adagio-mills-alpaca-12-ply,4.75,4,19,plied,107,Adagio Mills,4,14-15,Bulky,12,7,plied,TRUE,14,Alpaca,FALSE,FALSE
1,110,144530,TRUE,5,Super Sheep Fingering,zephyr-designs-super-sheep-fingering,4.67,6,28,plied,425,Zephyr Designs,5,28,Fingering,4,14,plied,TRUE,3,Wool,FALSE,FALSE
4,115,145254,NA,22,Polwarth DK,skeinny-dipping-polwarth-dk,5,5,25,plied,335,Skeinny Dipping,11,22,DK,8,11,plied,TRUE,3,Wool,FALSE,FALSE
1,100,145480,TRUE,7.5,Russian Blue Fine,the-cats-pajamas-russian-blue-fine,3.33,3,10,NA,400,The Cat's Pajamas,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
1,100,145483,TRUE,4.5,Tabby,the-cats-pajamas-tabby,4,3,12,NA,200,The Cat's Pajamas,1,18,Aran,10,8,NA,TRUE,24,Wool,FALSE,FALSE
4,100,146208,NA,28,Moss Single,meraki-studio-nz-moss-single,4.25,4,17,singles,399,Meraki Studio NZ,5,28,Fingering,4,14,singles,TRUE,24,Wool,FALSE,FALSE
NA,100,148760,NA,19,Nordeste,retrosaria-nordeste,5,3,15,handspun,273,Retrosaria,12,20,Worsted,10,9,handspun,TRUE,3,Wool,FALSE,FALSE
1,100,153109,TRUE,6,Polly Fingering,crooked-kitchen-yarn-polly-fingering,5,5,25,plied,438,Crooked Kitchen Yarn,5,28,Fingering,4,14,plied,TRUE,3,Wool,FALSE,FALSE
4,125,153500,TRUE,26,Lofty 2/6,fleece-artist-lofty-2-6,4.57,7,32,NA,383,Fleece Artist,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
NA,NA,154121,NA,NA,Keno,sin-city-yarn-keno,5,2,10,NA,220,Sin City Yarn,12,20,Worsted,10,9,NA,TRUE,24,Wool,FALSE,FALSE
4,1000,154837,NA,26,Merry,filati-biagioli-modesto-merry,5,1,5,plied,3500,Filati Biagioli Modesto,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
4,100,156409,TRUE,22,Superwash Merino DK,fleabubs--lala-superwash-merino-dk,4.75,4,19,plied,246,Fleabubs & Lala,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
4,100,156417,NA,28,Merino Fingering,darlin-dixie-knits-merino-fingering,4.75,4,19,plied,437,Darlin' Dixie Knits,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
1,100,156687,TRUE,4.5,Gifted,hipstrings-gifted,5,2,10,Plied,284,Hipstrings,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
NA,100,156951,TRUE,NA,Moor,the-mouse-house-fiber-co-moor,5,2,10,NA,438,The Mouse House Fiber Co.,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
4,100,157465,NA,28,Superior Sock,bigfootfibers-superior-sock,5,5,25,plied,400,BigFootFibers,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
NA,100,158377,NA,NA,4ply Single 100% Merino,orange-tail-yarns-4ply-single-100-merino,5,3,15,Smooth,400,Orange Tail Yarns,5,28,Fingering,4,14,smooth,TRUE,24,Wool,FALSE,FALSE
4,50,159401,NA,21,Melbourne Wool Yarn,melbourne-wool-yarn-melbourne-wool-yarn,4,4,16,plied,101,Melbourne Wool Yarn,12,20,Worsted,10,9,plied,TRUE,3,Wool,FALSE,FALSE
4,100,161064,NA,20,Dahlia Worsted,rita-mae-yarns-dahlia-worsted,4.75,4,19,plied,218,Rita Mae Yarns,12,20,Worsted,10,9,plied,TRUE,24,Wool,FALSE,FALSE
NA,100,161340,NA,NA,cashmere,avril-cashmere-2,4.75,4,19,NA,142,AVRIL,7,32-34,Lace,2,NA,NA,TRUE,13,Cashmere,FALSE,FALSE
NA,115,162477,NA,NA,Bouncy DK,sockobsession-yarns-bouncy-dk,4.67,6,28,4ply,250,SockObsession Yarns,11,22,DK,8,11,4ply,TRUE,24,Wool,FALSE,FALSE
NA,100,162591,NA,NA,Edith Bulky,hauteknityarn-edith-bulky,4.89,9,44,NA,106,HauteKnitYarn,4,14-15,Bulky,12,7,NA,TRUE,24,Wool,FALSE,FALSE
4,50,163005,TRUE,22,Borage,john-q-borage,4,3,12,NA,109,John Q,11,22,DK,8,11,NA,TRUE,3,Wool,FALSE,FALSE
NA,100,163879,TRUE,NA,Valiant Sport,nerd-girl-yarns-valiant-sport,4.75,4,19,plied,286,Nerd Girl Yarns,10,24-26,Sport,5,12,plied,TRUE,3,Wool,FALSE,FALSE
4,100,164683,NA,22,WBW DK,woolbabywool-wbw-dk,5,3,15,plied,246,WoolBabyWool,11,22,DK,8,11,plied,TRUE,3,Wool,FALSE,FALSE
NA,200,164847,NA,NA,Cupcake,circulo-yarns-cupcake,5,2,10,NA,339,Circulo Yarns,4,14-15,Bulky,12,7,NA,FALSE,5,Acrylic,TRUE,FALSE
NA,50,164942,NA,NA,100% Baby Alpaka DK,abolengo-de-alpaka-100-baby-alpaka-dk,4.5,4,18,NA,109,Abolengo de Alpaka,11,22,DK,8,11,NA,TRUE,14,Alpaca,FALSE,FALSE
NA,50,165330,NA,NA,Shetland 1,woollenflower-shetland-1,4.86,7,34,singles,383,Woollenflower,7,32-34,Lace,2,NA,singles,TRUE,3,Wool,FALSE,FALSE
NA,100,165890,TRUE,NA,Lush 8 ply/DK,colagirl-collective-lush-8-ply-dk,5,4,20,NA,246,Colagirl Collective,11,22,DK,8,11,NA,TRUE,24,Wool,FALSE,FALSE
NA,95,167280,NA,NA,Mérinos d'Arles,a-pleines-mains-merinos-darles,5,6,30,Woolen,259,A Pleines Mains,12,20,Worsted,10,9,woolen,TRUE,24,Wool,FALSE,FALSE
NA,100,167487,TRUE,NA,Twist Fingering,pine--sparrow-fiber-co-twist-fingering,4,2,8,NA,437,Pine & Sparrow Fiber Co.,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
4,113,169937,TRUE,28,Skookum Fingering,twisted-whiskers-designs-skookum-fingering,4.71,7,33,plied,490,Twisted Whiskers Designs,13,32,Light Fingering,3,NA,plied,TRUE,24,Wool,FALSE,FALSE
NA,115,172409,NA,NA,Robson DK,poppy-yarn-and-fibre-robson-dk,4.8,5,24,plied,280,Poppy Yarn and Fibre,11,22,DK,8,11,plied,TRUE,24,Wool,FALSE,FALSE
NA,100,172741,NA,NA,Merino Single,emib-tout-a-laiguille-merino-single,5,4,20,NA,400,EmiB tout a L'aiguille,5,28,Fingering,4,14,NA,TRUE,24,Wool,FALSE,FALSE
4,100,173500,NA,28,Geisha,eline--laines-geisha,4.6,5,23,singles,400,Eline & Laines,5,28,Fingering,4,14,singles,TRUE,24,Wool,FALSE,FALSE
NA,300,175154,TRUE,NA,Macaron,stitch-studio-by-nicole-macaron,2.5,2,5,NA,258,Stitch Studio by Nicole,6,7-12,Super Bulky,NA,5-6,NA,FALSE,6,Polyester,TRUE,FALSE
4,50,9285,NA,22,Samba Color,wolle-rodel-samba-color,4.5,2,9,NA,104,Wolle Rödel,11,22,DK,8,11,NA,FALSE,6,Polyester,TRUE,FALSE
4,NA,10130,NA,24,24 gauge Copper,artistic-wire-24-gauge-copper,3,1,3,wire,10,Artistic Wire,10,24-26,Sport,5,12,wire,FALSE,8,Metallic,TRUE,FALSE
4,227,3308,NA,18,Superwash Merino Aran,over-the-rainbow-yarns-superwash-merino-aran,4.25,4,17,plied,550,Over the Rainbow Yarns,1,18,Aran,10,8,plied,TRUE,24,Wool,FALSE,FALSE
4,100,6480,TRUE,24,Herdwick Strideaway Sock,autumn-house-farm-herdwick-strideaway-sock,3.8,5,19,plied,350,Autumn House Farm,10,24-26,Sport,5,12,plied,TRUE,3,Wool,FALSE,FALSE
NA,50,6820,FALSE,NA,Merino Dyed Dreams,janet-stollnitz-silver-spring-looms-merino-dyed-dreams,4.2,5,21,plied,239,Janet Stollnitz Silver Spring Looms,5,28,Fingering,4,14,plied,TRUE,24,Wool,FALSE,FALSE
1,100,6903,TRUE,8,BFL Sock,hello-yarn-bfl-sock,5,2,10,4 ply,380,Hello Yarn,5,28,Fingering,4,14,4 ply,TRUE,3,Wool,FALSE,FALSE
4,20,27448,TRUE,32,Kordonet 50,nitarna-ceska-trebova-sro-kordonet-50,5,2,10,Cabled,248,Niťárna Česká Třebová s.r.o.,7,32-34,Lace,2,NA,cabled,FALSE,1,Cotton,FALSE,TRUE
4,453,31906,FALSE,24,Gaia Organic Merino Sport Wt.,henrys-attic-gaia-organic-merino-sport-wt,4.5,2,9,Plied,1490,Henry's Attic,10,24-26,Sport,5,12,plied,TRUE,24,Wool,FALSE,FALSE
4,125,33832,NA,13,Organic Merino Bulky,yarn-lust-organic-merino-bulky,4.63,8,37,plied,135,Yarn Lust,4,14-15,Bulky,12,7,plied,TRUE,24,Wool,FALSE,FALSE
4,50,10175,TRUE,12,Superbulky Cashmere,school-products-superbulky-cashmere,4.67,3,14,Plied,64,School Products,6,7-12,Super Bulky,NA,5-6,plied,TRUE,13,Cashmere,FALSE,FALSE
1,NA,10622,FALSE,4,Handpainted Merino Aran,noelles-noodles-handpainted-merino-aran,3.75,4,15,NA,223,Noelle's Noodles,2,NA,Aran,NA,NA,NA,TRUE,24,Wool,FALSE,FALSE
4,113,10808,NA,28,2-ply Lace Cormo Wool,running-wild-farm-2-ply-lace-cormo-wool,4,1,4,plied,700,Running Wild Farm,5,28,Fingering,4,14,plied,TRUE,3,Wool,FALSE,FALSE
NA,25,11426,NA,0,Style Nativa,anchor-style-nativa,4,2,8,NA,31,Anchor,5,28,Fingering,4,14,NA,FALSE,26,Hemp,FALSE,TRUE
1,85,11491,FALSE,9,Dancing Feet,joslyns-fiber-farm-dancing-feet,3.33,3,10,NA,600,Joslyn's Fiber Farm,5,28,Fingering,4,14,NA,TRUE,3,Wool,FALSE,FALSE
4,50,40355,NA,25,Carina Print,grignasco-carina-print,4.8,5,24,Plied,136,Grignasco,10,24-26,Sport,5,12,plied,FALSE,1,Cotton,FALSE,TRUE
4,50,12016,FALSE,18,Alpaca,red-rosa-alpacas-alpaca,4.67,3,14,Plied,110,Red Rosa Alpacas,12,20,Worsted,10,9,plied,TRUE,14,Alpaca,FALSE,FALSE
NA,100,12556,FALSE,0,Silk Chenille,tess-designer-yarns-silk-chenille,4.5,4,18,NA,333,Tess' Designer Yarns,12,20,Worsted,10,9,NA,TRUE,9,Silk,FALSE,FALSE
NA,100,44319,NA,NA,Cablè,campolmi-roberto-filati-cable,3,3,9,plied,250,Campolmi Roberto Filati,9,NA,Thread,NA,NA,plied,FALSE,1,Cotton,FALSE,TRUE
NA,226,12881,FALSE,0,Spider's Web - Solid,joslyns-fiber-farm-spiders-web---solid,4,3,12,NA,2500,Joslyn's Fiber Farm,7,32-34,Lace,2,NA,NA,TRUE,3,Wool,FALSE,FALSE
4,125,13596,FALSE,20,Blackberry Ridge Merino,monster-knits-blackberry-ridge-merino,4.5,2,9,Plied,250,Monster Knits,12,20,Worsted,10,9,plied,TRUE,3,Wool,FALSE,FALSE
4,113,13629,FALSE,19,Sport,jager-farm-icelandics-sport,4.33,6,26,Plied,250,Jager Farm Icelandics,12,20,Worsted,10,9,plied,TRUE,3,Wool,FALSE,FALSE
1,100,50353,NA,7,Laceweight Merino,black-sheep-dyeworks-laceweight-merino,4.43,7,31,plied,1100,Black Sheep Dyeworks,7,32-34,Lace,2,NA,plied,TRUE,24,Wool,FALSE,FALSE
4,454,14718,NA,16,16/8 Cotton,camilla-valley-farm-16-8-cotton,3.5,2,7,plied,420,Camilla Valley Farm,4,14-15,Bulky,12,7,plied,FALSE,1,Cotton,FALSE,TRUE
4,100,14957,TRUE,22,Bouncing Babes,spectrum-yarns-ltd-bouncing-babes,4.5,2,9,plied,306,Spectrum Yarns Ltd,11,22,DK,8,11,plied,FALSE,5,Acrylic,TRUE,FALSE
4,100,52984,NA,14,Changes,teddys-wool-changes,4.33,3,13,single plied with binder,109,TeDdY's Wool,4,14-15,Bulky,12,7,single plied with binder,FALSE,5,Acrylic,TRUE,FALSE
4,100,15638,FALSE,16,Pippin,al-de-sauveterre-pippin,5,4,20,Plied,100,A.L. de Sauveterre,1,18,Aran,10,8,plied,TRUE,13,Cashmere,FALSE,FALSE
4,100,54154,FALSE,14,Trio,ironstone-yarns-trio,4,3,12,Thick and Thin,109,Ironstone,1,18,Aran,10,8,thick and thin,FALSE,1,Cotton,FALSE,TRUE
4,100,17022,NA,22,Almost Handspun Alpaca DK,stonehedge-fiber-mill-almost-handspun-alpaca-dk,3.67,6,22,plied,250,Stonehedge Fiber Mill,11,22,DK,8,11,plied,TRUE,14,Alpaca,FALSE,FALSE
4,50,18229,TRUE,24,Fes,wolle-rdel-fes,3.4,5,17,NA,125,Wolle Rödel,10,24-26,Sport,5,12,NA,FALSE,1,Cotton,FALSE,TRUE
NA,150,18285,NA,NA,Silk 16/56NM DK Weight,colourmart-silk-16-56nm-dk-weight,5,2,10,smooth,630,ColourMart,11,22,DK,8,11,smooth,TRUE,9,Silk,FALSE,FALSE
NA,30,18781,NA,NA,Hilo Crochet 50,omega-hilo-crochet-50,3,1,3,mercerized,541,Omega,9,NA,Thread,NA,NA,mercerized,FALSE,1,Cotton,FALSE,TRUE
4,100,64855,TRUE,24,Merino 4,stranded-in-oz-merino-4,5,3,15,smooth,394,Stranded In Oz,5,28,Fingering,4,14,smooth,TRUE,24,Wool,FALSE,FALSE
4,NA,20207,FALSE,16,"1/2"" Rayon Ribbon",judi--co-1-2-rayon-ribbon,4,7,28,Ribbon,100,Judi & Co.,4,14-15,Bulky,12,7,ribbon,FALSE,4,Rayon,TRUE,FALSE
1,100,71313,NA,2.5,Fat Sheep,sheepy-time-knits-fat-sheep,4.75,4,19,plied,120,Sheepy Time Knits,6,7-12,Super Bulky,NA,5-6,plied,TRUE,24,Wool,FALSE,FALSE
4,200,21198,FALSE,18,Sierra Lana 10 Ply,manukau-wools-ltd-sierra-lana-10-ply,4.5,2,9,Plied,387,Manukau Wools Ltd.,1,18,Aran,10,8,plied,TRUE,3,Wool,FALSE,FALSE
NA,51,77104,NA,NA,Splendid Merino Laceweight,st-seraphina-knits-splendid-merino-laceweight,5,1,5,plied,560,St. Seraphina Knits,7,32-34,Lace,2,NA,plied,TRUE,24,Wool,FALSE,FALSE
4,100,22495,FALSE,16,Single Ply Merino Worsted Weight,the-yarn-cafe-single-ply-merino-worsted-weight,5,1,5,NA,218,evoke hand dyed yarn,12,20,Worsted,10,9,NA,TRUE,24,Wool,FALSE,FALSE
1,100,22910,FALSE,5,Aster Worsted,starbug-knits-aster-worsted,4.5,2,9,smooth,250,Starbug Knits,12,20,Worsted,10,9,smooth,TRUE,3,Wool,FALSE,FALSE
4,100,23367,TRUE,20,Ruska,helsingin-villakehraamo-oy-ruska,4,2,8,plied,200,Helsingin Villakehräämö Oy,12,20,Worsted,10,9,plied,TRUE,3,Wool,FALSE,FALSE
4,100,23473,TRUE,22,Tingle,sierra-pacific-crafts-tingle,4.2,5,21,Eyelash,112,Sierra Pacific Crafts,11,22,DK,8,11,eyelash,FALSE,6,Polyester,TRUE,FALSE
4,100,24036,TRUE,32,"Nymph, 3ply Superwash Merino",faery-fiber-nymph-3ply-superwash-merino,4.71,7,33,plied,475,Faery Fiber,13,32,Light Fingering,3,NA,plied,TRUE,24,Wool,FALSE,FALSE
4,50,24096,TRUE,12,Lana d'Italia,ornaghi-filati-lana-ditalia,3.6,5,18,Plied,82,Ornaghi Filati,4,14-15,Bulky,12,7,plied,TRUE,3,Wool,FALSE,FALSE
2,NA,24969,TRUE,17,Superwash,bluestocking-yarns-superwash,4.5,8,36,NA,400,Bluestocking Yarns,7,32-34,Lace,2,NA,NA,TRUE,3,Wool,FALSE,FALSE
4,100,25578,FALSE,28,Blue Faced Leicester 4 ply,woolhunter-blue-faced-leicester-4-ply,4.67,3,14,plied,365,Woolhunter,5,28,Fingering,4,14,plied,TRUE,3,Wool,FALSE,FALSE
4,57,26028,NA,18,SliverMerino,morehouse-farm-merino-slivermerino,1,1,1,Single,140,Morehouse Farm Merino,1,18,Aran,10,8,single,TRUE,24,Wool,FALSE,FALSE
4,100,90236,NA,20,SW Merino Worsted,nalani-yarns-sw-merino-worsted,5,3,15,plied,215,Nalani Yarns,12,20,Worsted,10,9,plied,TRUE,24,Wool,FALSE,FALSE
