yarn_company_name,n
Fancy Tiger Crafts,3
Fancy Yarn,6
Fancy Yarns,1
Fancy-Knit,1
Fangirl Fibers,5
Fangrrl Fiber Arts,4
Fantasia,9
Fantastic Farm,2
Fantastic Knitting,2
Fantasy Fibers Yarn Co.,10
Fantasy Yarns,2
Farbenglück,3
Farbenpracht-Garne,10
Farbenreich-Wolle,1
Farbenspielerei,4
Farberfinderin,2
Farblust by Wollhexe,2
Farbmagie,5
Farbmasche,15
Farbschimmer24,7
Farbularasa,27
Farbwechsel,15
Farbwerkstatt,1
Fargegla,1
Farm & Wuzzies,4
Farm Fairy Fiber,3
Farm Girl Fibers,5
Farm Girl Products,3
Farm Yarn,3
Farmable Fibres,3
Farmers Yarn,1
Farmhaus Fibres,6
Farmhouse Fibers,1
Faserliebe,6
Fashion Angel Enterprises,1
Fashion Mill S.P.A,2
Fashion School Dropout Yarn Co.,2
Fashionknit,4
Fat Bunny Yarn,5
Fat Hen Fibers,2
Fat Marmot Knits,4
Fat Squirrel Fibers,5
FatCatKnits,1
Fated Yarns,3
Fateful Fiber,3
Fauveline,1
Fawkes Farms Studio,3
Fearless Yarns,1
FeatherBrush Yarns,19
Featherfin Yarn,4
Feederbrook Farm,14
Feel Good Yarn,2
Fei Fibres,2
Feisty Fibres,8
Feistywoman Designs,3
Felicia Knock,1
Felicitas,3
Felicity Yarn Studio,7
Feliz y Punto,17
Fellview Fibres,1
Felt Fusion,36
Felt Studio UK,4
FeltFine,1
Female Dragon's Hand Dyed Art,1
Fencerow Fibers,1
Fergus Yarn Co.,1
Feria,40
Ferme de la Fontaine du Feu,1
Fern Bridge Farm LLC,1
Fern Fiber,10
Ferncrest Farm,1
Ferndale Farms,1
Ferner Wolle,40
Fernhill Fleece & Fibre,1
Fernwood Woolworks,1
Festival,3
Fever Dream Fiber Co.,1
Feza Yarns,19
Fiber Accent,1
Fiber Addiction,7
Fiber Art Cafe,1
Fiber Art Originals,1
Fiber Art Work,1
Fiber Artemis,1
Fiber Arts by Jessi,1
Fiber Charmer,10
Fiber Circle Yarns,3
Fiber Ecstasies,7
Fiber Escape,1
Fiber Fanatic,1
Fiber Fangirl,7
Fiber Fetish Designs,6
Fiber Fiend,7
Fiber Fools,2
Fiber Hound,5
Fiber Lily,8
Fiber Me This,9
Fiber Me Up,1
Fiber N' Ice,4
Fiber Optic Yarns,28
Fiber Options,1
Fiber Pieces,1
Fiber Stash Dyeworks,9
Fiber Trends,1
Fiber Underground,1
Fiber Wild!,1
Fiber and Art,2
Fiber and Hue,3
Fiber by Mezzo Makes,4
Fiber for the People ®,20
FiberAddict Designs,4
FiberLady,19
FiberObsessions,13
Fiberific!,8
Fibermorphosis Artisan Dyed Yarn & Fiber,1
Fibernymph Dye Works,30
Fiberpassion,39
Fiberrarium,4
Fibers 'n Threads,1
Fibers 4 Ewe,1
Fibertales,1
FibraNatura,31
Fibrani,3
Fibras Andinas Chile S.A.,2
Fibras Urbanas,6
Fibre Alive,3
Fibre Art Studio on Granville Island,12
Fibre Arts Shed,1
Fibre Carpe Diem,13
Fibre Goddess,12
Fibre Harvest,2
Fibre Naturally,1
Fibre Punk,2
Fibre Revolution,4
Fibre-Isle,8
Fibre2go,6
Fibrelya,11
Fibres Exotica,4
Fibres by Vampy,3
Fibres d'Art,22
Fibrewebs,12
Fibreworks,16
Fibreworkshop,2
Ficio,3
Fidalgo Artisan Yarn & Clothing,23
Fiddle Knits,26
Fiddlesticks (Australia),19
Fiddlesticks Devon,1
Fidley Dyeworks,5
Fields of Reams,1
Fierce Fibers,14
Fiesta (Saprotex),1
Fig and Posy Fiber Co.,8
Figgi Yarns,2
Fil Indigo,2
Fil Twist,1
Fil du Bon'R,6
Fil'Amé,6
Fil-3 S.r.l.,3
Fila Doro,11
Filace Biagoli,32
Filace by Birgit Freyer,47
Filana,3
Filanda,17
Filaro,2
Filartex,1
Filati BE.MI.VA,5
Filati Bertagna,4
Filati Biagioli Modesto,27
Filati Bracco,2
Filati Buratti,9
Filati D'Atour,1
Filati Deluxe,14
Filati Dimax,1
Filati Estambres,6
Filati Europa,2
Filati FF,27
Filati Fantasia,6
Filati Italian Collection,3
Filati Ivan,1
Filati Mirafil,2
Filati Naturali S.R.L.,3
Filati Riccio,1
Filati Torre,5
Filati Tre Sfere,8
Filati da Collezione,28
Filati del Castello,3
Filati di Florence,1
Filati di Ziche,2
Filati in Rocche,1
Filato,3
Filatoмания,12
Filatura Alma S.R.I.,1
Filatura Botto Poala,13
Filatura Bracco,4
Filatura Cervinia,2
Filatura Di Crosa,41
Filatura Di Pollone,1
Filatura Di Pollone Srl,1
Filatura Erredi S.p.A,1
Filatura Fabula,1
Filatura Lanarota,31
Filatura Papi Fabio,16
Filatura Pettinata,2
Filatura Power,2
Filatura Sanfilo SPA,1
Filature Lemieux,3
Filature Terrade,4
Filature de Chantemerle,1
Filature de Niaux,2
Filature de la Vallée des Saules,1
Filature du Valgaudemar,18
Filcolana,11
Filcompany,4
Filentropie,5
Fili & Fili,6
Fili d'Arte,3
Filidea,1
Filip Tex,1
Filitaly-Lab,15
Filivivi Srl,1
Filmar,1
Filo & Fili,1
Filo Blu,23
Filo di Dolce Lana,5
Filooh,1
Filore,3
Filosophy,2
Filpucci,17
Filpucci Tricot Studio,3
Filpunto,2
Filtes Filati,2
Filtes King,22
Filtmakeriet,11
Filtoppa,4
Filz & Strick,1
Filzrausch,1
Finch Yarns,7
Find Me Knitting...,2
Fine Fish Yarns,11
Fine Leaf Fibres,2
Fine Panduro Yarn,2
Finest Yarns,2
Finetex,1
Fingerborg,3
Fingerfärda,2
Finkhof,13
Finlandia,1
Fiolã,4
Fios Pingouin,35
Fios da Fazenda,9
Fire Ant Ranch Fiber Arts,3
Fire Lizard Studios,4
Fire Opal Fiber,2
Firefly Fiber Arts Studio,1
FireflyFibreArts,8
Fireside Collection,1
Fireside Yarns,1
Firesong Studio,1
Fireweed Dyeworks,8
Fireweed Fibre Co.,5
Fireweed Fibres,1
First Edition Fibres & Yarns,3
Firwood Farms Alpaca,3
Fischer Wolle,34
Fish & Stitch,1
Fish Belly Fiber Works,9
Fisherman's Rib,2
Fishknits Yarn,15
Fistful of Fiber,2
Five Borough Yarns,3
Five Wise Owls,3
FiveYarns,9
Fjord Fibres,1
Fjällbete,1
Flaggy Meadow Fiber Works,2
Flagstaff Alpacas and Doe Arnot,9
Flash,1
Flat Rocks Yarn,8
Flatland Alpacas,1
Flausch,1
Flax & Twine,1
Flaxerella,1
Fleabubs & Lala,7
Fleece & Harmony,13
Fleece Artist,52
Fleece Cottage Yarns,5
Fleecewood Farm,1
Fleur De Stitch’d,3
Fleur de Fiber,7
Fleur et Bonbon,6
Fleurs de Laine,3
Flickertail Fibers,2
Fliskmillan Fibres,2
Flock Fibre Studio,7
Flock and Needle,5
Floof Fibres,1
Flora,2
Flora & Fauna Fibres,1
Flora & Fiber,1
Flora Fibres Yarn,1
Flora Yarns,10
Florina Hamburg,1
Flotte Nadel,2
Flourish Fibres,5
Flower Hill Fleeces,1
Fluff-n-Stuff,9
Fluffy Puff Alpaca,1
Fly Designs,23
Flyaway Farm,1
Flying Colors,11
Flying Dog Fibers,1
Flying Fibers,12
Flying Finn Yarns,4
Flying Gaggle Fibers,3
Flying Goat Farm,11
Flying Tiger,2
Flying Wright Farms,2
Fog and Pine Fibers,1
Folkestone Harbour Yarn,3
Folklore Yarns,2
Folknits,3
Folktale Fibers,7
Fonalclub,3
Fonalista,1
Fonallak,1
Fondant Fibre,16
Fontana,3
Foothills Yarn & Fiber,3
For Dyeing Out Loud,1
For the Love of Yarn,8
Forbidden Fiber Co.,16
Forbidden Fleece,6
Forest Fiber Arts,10
Forest Greener,6
Forest Hill Yarns,8
Forest Lane Fiber Co,5
Forests and Meadows,1
Forever Taiga Yarns,1
Forever Winding Wool,1
Forgotten Fiber,12
Fornside Farm,1
Forsell,1
Fortune Yarn Co,2
Fosforos Stitch,2
Foster Sheep Farm,3
Foster's Fibers,2
Fotrama,3
Foula Wool,3
Fountain City Fibers,1
Four Boys Fiber,2
Four Corners Fiber Collective,1
Four Corners Yarns,4
Four Crows Farm,3
Four Crows Fibers,1
Four Directions Studio,1
Four Footed Fiber,1
Four Rivers Yarn & Fiber,3
Four Seasons Gründl,238
Fox & Flower,2
Fox Run Fibers,1
Fox Springs Yarn,1
Fox Trail Fibre Arts,6
Fox and Feather Yarn Co,3
Foxbane Fibers,2
Foxfire Fiber & Designs,18
Foxhill Farm,8
Foxtail Fibre Studio,1
Francis Patrick Yarn Sales,4
Francofille Knits,5
Frangipani,1
FrankeFibers,3
Frankengarn,10
Frankenskein Yarn Company,5
Frankenwolle,1
Frankie Grey Fibres,4
FrankieLove Fibers,1
Franquemont Fibers,2
Frau Odersocke,15
Frau Wöllfchen,1
Fraya,24
Frayed Fibers,1
Freche Wolloase,10
Frechener Wolloase,2
FreckleFaceFibers,8
Freckled Whimsy,10
Freckles & Speckles,3
Fredsminde Unika Design,9
Freehold Yarn Co.,1
Freija Yarn,5
Frelsi Farm,2
French 75,2
French Hill Farm,1
French Market Fibers,15
Fresh From the Cauldron,36
Fresh Yarns,2
Fresh from the Lab,1
FreshStitches,1
Freshisle Fibers,10
Freshwater Fibers,1
Freyalyn's Fibres & Yarns,10
Frida Fuchs,11
Friday Studios,6
Friendly Products,2
Friends,1
Friends and Fiberworks,2
Friends in Fiber,4
Friendz Blendz,1
Frigg fiber arts (previously Smoochie),1
Frigga,1
Frisenvang,3
Frivolous Fibers Yarn Company,2
Frk. Fines Garn,2
FrlRiechFein,5
Froebe Fibers,6
Froehlich Wolle,4
Frog Creek Fibers,6
Frog Hair Fibers,3
Frog It!  Yarns,2
Frog Tree,1
Froggy Bottom Boutique,3
Frolic n yarn,1
From Me To Yarn,3
From Princeton with Yarn,2
From The Mountain,4
From The Shire,5
From the Wool Room,1
Front Porch Fibers,3
Frontier Fiber Mill,5
Frost Yarn,4
Fru Bus,4
Fru Fjellman,7
Fru Jensens Unikum,2
Fru Valborg,18
Fruitcake Farm,1
Fruitful Fusion,11
Frydefuld,6
Fröken Lilas Färgeri,1
Fröyd,4
Fukaki,2
Fulcrum Wool Company Limited,3
Full Belly Farm,1
Full Circle Artworx,7
Full Moon Fibres,10
Fullonica SNC Missoni,1
Fully Spun,15
Fun With Yarn,5
Funhouse Fibers,2
Funky Carolina,31
Funky Chick Knits,1
"Furaz Yarns, Inc",1
Furls,2
Furnace Mountain Alpacas,2
Furry Fiber Fiber Friends by Kristy,1
Furryarns,3
Fuzz Family for Kraeo,10
Fuzzy Cactus,8
Fuzzy Fiberz,2
Fuzzy Noodle Knits,1
Fuzzy Peach Fibers,3
Fuzzywhatknots,1
Fyberspates,8
FärbStoff Yarns,5
Färbergraben,3
Färbermaid Fiber Arts,3
Färgkraft,4
Fée des Mailles,1
Föa,1
G&G Filatti,2
G-B Wolle,53
G-uld,6
G. Brouwer en Zonen b.v.,3
G. Sheller,9
G.F Knitting,1
GGH,62
GLAMB Yarns,13
GLBLF,6
GPTEX,1
GRM Filati,1
Gabo Wool,3
Gabrics Al Joudy Yarn,1
Gabriela Kos,3
Gage Hill Crafts,1
Gaia's Treasures,4
GaietyGirl Fibre Arts,3
GalPaca Farm Yarn,3
Gala,13
GalaWool,1
Gale Woods Farm,2
Gale's Art,18
Galeria Home,12
Galiana Creations,10
Galler Yarns,12
Galloping Jester LLC,6
Galo Yarns,7
Galway Woolen Market,1
Gam Farm Rare Breeds,1
GamerCrafting,16
Ganga Acrowools,23
Gann Garn,1
Gantsilyo Guru,4
Ganxxet,1
Garabou(ガラ紡),1
Garage Dyeworks,6
Garance et Compagnie,5
Garda,1
Garden Party Fibers,2
Garden Wool & Dye Co.,2
Garden Yarn by KnittyVet,1
GardenFlowerYarn,2
Gardeners Cottage,1
Gardiner Yarns,1
Gardiner of Selkirk,5
Garn Garagen,6
Garn Royal,1
Garn Specialisten,11
GarnStories,14
Garna,5
Garnbolaget,1
Garnbutikken Fortuna,7
Garnfeenes ® Håndfarga garn,3
Garngalleriet Mikrofarveri,8
Garnglede,1
Garngrossisten,14
Garnhuset I Kinna,5
Garnkista,2
Garnkompagniet,1
Garnlycka,2
Garnmanufaktur,38
Garnpusher.dk,5
Garnstudio,39
Garnsurr,9
Garntanten,5
Garntrollets håndfargede skatter,1
Garnudsalg,134
Garnverket,2
Garnverliebt,1
Garnwelt,3
Garthenor Organic,14
Gaslight Dyeworks,4
Gaspereau Valley Fibres,4
Gateway Fibreworks,4
Gathered Sheep Yarns,3
Gathering Yarn,11
Gatti Yarn Co,1
Gauge,1
Gauge Dye Works,11
Gazzal,34
Gecko Yarns,20
Gedifra,35
Geek Chic,3
GeekString,2
Geektastic Fibers,5
Geilsk,4
Geliona,1
Gem State Yarns,1
Gemacht Mit Liebe,9
Gemini Knits,5
Generations Fiber,1
Genna Yarn,3
Gentle Breeze,1
Gentle Spirit Alpaca Farm,1
Geny Kean,2
Georges Picaud,4
Georgia Yarn Company,7
Georgian Bay Fibre Co,8
Gepard Garn,23
Gerifil,7
Geros Akys,1
Gerrie's Wol en Zo,1
Gerschubie Fiber Arts,4
Gert's Glow House,1
Geszter-lánc,6
Get Knitfaced In CO,7
Gewollt,2
Gherkin's Bucket,29
Giannopouloi,3
Giant Cricket Farm,1
Giddy Aunt Yarns,14
Giddy Yarns,7
Gifi,3
Gift of Grace Handspun,4
Giftig Yarn,1
Giggle Jelly,1
GigglingGecko Yarns,13
Gigi Bonin Hand Dyed Yarns,4
Gil et Puce,2
Gilead Fiber Farm,2
Gilli Color Yarn,1
Gilliangladrag,2
Gin and Tonic Yarns,3
Ginantsilyong Nilikha,2
Gingam Craft ギンガム,12
Ginger Hill Farm,1
Ginger's Hand Dyed,52
GingerSnap,14
Giraffe Knits,1
Girl on the Rocks,9
Gist Yarn,7
Give it a Whorl Fibers,3
Gizem,1
Gjestal,50
Glacier Rock Alpacas/Vermont Farm Produced,1
Glendale Fibres,3
Glenfiddich Wool,1
Glenheavenknits,9
Glenmore,5
Glenora Weaving & Wool,4
Global Backyard,1
Glorex Inspirations,1
GlowsCrafts,1
Glyn Yarn,1
Glückskind Yarn,4
Gnome Depot Fiber,1
Gnome River Yarns,3
GnomeAcres,22
Gnomespun Yarn,6
Go Handmade,18
GoToYarns,8
Goat Hill Farm,1
Gobsmacked,16
Goksim,1
Golden Eagle,4
Golden Fleece Fiber,8
Golden Sheep Fibers,3
Golden Sheep Yarn,1
Golden State Fiber Arts,3
Golden Sun,3
Goldfish Love Fibers,5
GoldingYarns,7
Golo,4
Gombolyda,1
Gomitoli's in the Mood for Knitting,8
Gomitolo Rosa,1
Gongcrafts,2
Good Fibrations,4
Good For Ewe,7
Good Golly Miss Olli,6
Good Karma Farm,7
Good Wool,3
Goosebump Yarn Company of Colorado,1
Goosey Fibers,15
Gosyo,1
Got Your Goat,1
Goth Heart Creations,1
Gothfarm Yarn,3
Gotlands Spinneri,3
Gourmet Crafter Yarn,3
Gourmet Yarn,1
Gowrie Wools,2
Grace and Jacob Studio,1
Gracelynn Wool,4
Gracie Girl,1
Graine de laine,16
Grand Mesa Alpacas,1
Grand River Yarns,6
Grand Valley Fibre Co.,4
GrandSpun,1
Grande Ourse,1
Granite State Yarns,2
Granitehaven Gotland,1
Granny Johnsons Hand Dyed Yarn,1
Grant Creek Yarns,1
Graphic Dyeworks,3
Great Adirondack Yarn Co.,93
Great Bay Wool Works,1
Great British Yarns,9
Great Gradients,3
Great Lakes Hand Dyed,5
Great Ocean Road Woollen Mill,13
Great Southern Yarn,6
Great Woolly Owl,5
Great Yarns!,1
GreatAmericanYarn,3
GreatWool,1
GreaterGood.com,1
Green Dragon Yarns,14
Green Elephant Yarn,9
Green Eyed Monsters,12
Green Gable Alpacas,3
Green Letter Day,2
Green Mountain Spinnery,22
Green Prairie Fibers,4
Green Ray Yarn,3
Green Strings,9
Green Tea Yarns,22
Greenberry House,1
Greenbow Farm Yarn,1
Greener Wool,1
Greenery,6
Greenfield Village,1
Greenlambkin Yarn,2
Greenwood Fiberworks,26
Greenwood Hill Farm,2
Gregoria Fibers,4
Grenouille Co.,9
Greta and the Fibers,23
Grey Drizzle Fibers,7
Grey Poodle Designs,1
Grey Sky Yarn,6
Grignasco,109
Grimslättgard,1
Grindstone Ridge Farm,1
Grinning Gargoyle,17
Grinny Possum,1
Gritty Knits,8
Groove,1
Groovy Hues Fibers,21
Grrrl Shaped Yarns,3
Grunnebo,3
Grønhøj Garn,10
Gründl Wolle,65
Gu'Chet,3
Guangdong Thunder Wool Spinning,1
Guilty Treasures,8
Gulf Islands Spinning Mill,1
Gullrock Fibres,2
Gum Blossom Yarns,4
Gum Tree Farm,1
Gumnut Yarns,1
Gumtree Gully Alpacas,1
Gunga Din,1
Gurdy Run Woolen Mill,2
Gusto Wool,5
Gut Heimendahl,1
Gwen Erin Natural Fibers,4
Gwenyth Glynn,1
Gwynne Spins,2
GypSee Art,1
Gypsies Thread,1
Gypsy Soul Fibers,1
Gypsy Stardust Yarn,8
Gypsy Wools,22
Gypsyknits,6
Gänseblümchen,2
Gústa Knitting,2
Gütermann,6
H&W Comfort-Wolle,15
H. F. Filati SpA,1
H. P. Cotton Textile Mills Ltd.,1
H. S. Wuppertal,1
HDBB,1
HDYarns,2
HEA,10
HF,1
HIC Librett,1
HK Brand,1
HK Spindles & Fiber,6
HK textilimport,2
HL Miller,1
HPKY Hand Painted Knitting Yarns,39
HRK,1
HW Woolworks,2
HWS Markoma,16
HaNdKrAfT,1
Habeesavers,1
Haber,1
Habico Ltd,1
Habu Textiles,142
Hageo Holland,2
Hairball Yarn,1
Hakamaan lammastila,1
Halcyon Signature,1
Halcyon Yarn,29
HaldeCraft HandDyed,13
HalesBee Handmade,1
HalfBaked HandDyed,4
Halftone Artisan Handpainted Yarns,2
Hamanaka ハマナカ,105
Hambley,6
Hamburger Wollfabrik,85
Hammershusgarn,1
Hampden Hills Alpacas,7
Hampton Artistic Yarns,9
Hampton Fiber Mill,1
Hana Made It,6
HanaMadeIt,2
Hanah Silk,2
Hanalei Hand Dyed,11
Hand Drawn Yarn,1
Hand Dyed By Kate,11
Hand Dyed Diva,5
Hand Dyed Yarn by KingBecky,6
Hand Dyed Yarn by Valentina Yatsyk,1
Hand Made Modern,4
Hand Work,1
Hand-dyed Design,5
HandDrawnYarn,1
HandDyedByAllieCat,1
Handdyed Wool,3
Handdyed4you,7
Handknitting.com,4
Handmade Beauty,17
Handmade By Zan,7
Handmade Travels,3
Handmade by Joe,1
Handmaiden Fine Yarn,42
HandmaineKnits,3
Handpaintedyarn,12
Handprint by Céline,4
Handprjon,3
Hands & Heart Farm,2
Hands Products,17
Handsome Fibers,7
Handspun Hope,5
Handspun and Dyed Too,4
Handspun by Stefania,2
Handu,45
Handweberei Bernegger,1
Handweberei Sirko Galz,2
Handwerks,6
Handy Hands,6
Hanging Rock Roost,1
Hank Me Home Tonight,3
Hanks In The Hood,5
Hanks Yarning Co.,3
Hannacroix Hamptons and Lincolns,1
Hannah Fettig,1
Hanne Thorsen,2
Hanrong,1
Hansa Farm,15
Hansanil,1
Hansen Hand Dyes,12
Happy Cat Yarn Designs,2
Happy Chappy Shoppe,1
Happy Days Fiber Arts,3
Happy Go Knitting,1
Happy Hands Yarns,6
Happy Hank,5
Happy Hank Co.,1
Happy Hoppers Angora,1
Happy Hounds Alpaca Ranch,1
Happy Little Yarn,1
Happy Sheep,5
Happy Sheep UK,1
Happy Sheep Yarn Studio,4
Happy Spider,4
Happy Strick,6
Happy-Go-Lucky,6
Happy-go-knitty,12
Happyfil,1
Harada Wool,1
Harald Nyborg A/S,2
Harbor Fibres,7
Harbour Crochet,2
Hardware City Yarn Co.,1
Harmonize Yarns,1
Harnie Hoolie's Designs,7
Harris Tweed and Knitwear,1
Harrison's Hand Dyed,3
Harrisville Designs,10
Hartlam,18
Harvest Winds Farm,1
Hasegawa Corporation,95
Hatnut,9
Hauptstadtfarbe,1
Haus of Wool,1
"Haute Bohéme Fibers, LLC",5
HauteKnitYarn,36
Have Wool We Will Travel,4
Haven Fibre Arts,1
Haviansa,5
Havirland Yarns,12
Hawari Bazaar,9
Hawpatch Yarns,4
Hawthorne Cottage Yarns,4
Hawthorne Home Yarns,4
Hayfield,51
Haypa Fantasy Yarns,1
Hazard Alpacas,1
Hazel Knits,17
HeBeGBs,1
Headwater Wool,4
Hearthside Fibers,12
Heartland Fiber Co.,1
Heartland Hues,3
Heartland Yarn Company,1
Hearts on Fiber,12
Heartstrings Hand Dyed Yarns,2
Heather & Hops,2
Heather Bloom Handspun,4
Heather Weir,4
Heathered Handmades,7
Heathered Yarn Company,1
Heathermaid,14
Heathland Knits,3
Heaven Sent Food and Fiber,4
Heavenly Fiber,7
Heavenly Wools,2
Hebei Asahi Three Wool Company Ltd,1
Hebra Tintes Naturales,1
Hebridean Alpaca Company,1
Hebridean Isles Trading Company,5
Hebridean Smokehouse,1
Hedge Witch Labs,1
Hedgehog Fibres,17
Hedgerow Yarns,31
Hedängens,1
Heidi & Lana,8
Heidi Idea,15
Heidi's by Hand,4
Heidruns Garner,3
Heike Hug,1
Heikemade,18
Heikes dyed im Schwedenhaus,1
Heimatwolle,18
Heirloom (Australia),12
Heirloom Knitting,10
Heleflo - Rendezvous der Farben,5
Heleflo-Rendezvous der Farben,6
Helen Hamann,5
Helena Lima Botanical Dyeing Studio,1
Helios Fibers,1
Hellcandy,2
Hello Gavriella,1
Hello Parker,4
Hello Purl,1
Hello Stella Fibres,9
Hello Yarn,7
Helmi Vuorelma Oy,1
Helmi's Farbexplosionen,1
Helmivene,1
Helsingin Villakehräämö Oy,4
Helvetia Shepherds,1
Hema,17
Hemp Basics,2
Hemp Traders,1
Hemp for Knitting,13
Hempage,1
Hemptique,4
Hemtex,5
Henceforth Yarns,4
Heng Yuan Xiang,10
Henlia Handmade,4
HennyPennyMakes,3
Henrichsens Uldspinderi,6
Henry's Attic,96
Herd of Cats,1
Heritage Collection,1
Heritage Farm & Fiber Studio,1
Heritage Hand Dyes,4
Heritage Spinning & Weaving,3
Heritage Yarns,5
Hermosa Fiber Company,8
Hero Collector Harry Potter Wizarding World,1
Herrschners,19
Herwool,4
HerzKönigin,10
Herzfasern,9
Hespa,3
Hestra GmbH,1
Het Schaapje,2
Het Wolbeest,15
Hewetopia Fiber Art,2
Hex hex dyeworks,2
Hey Ewe Yarn,3
Hey Lady Hey,6
Hey Mama Wolf,4
Hey Sister Yarn Co.,8
Hey! Yarn Hand Dyed Yarns,6
HeyHollyHoHum,8
HeyJay Hand Dyed Yarns,12
HiKoo® by skacel,33
Hibiscus City Yarn Company,1
Hickory Bluff Farms,1
Hickory Hills Farm,1
Hickory Lane Handmade,5
Hidden Brook Fibers,2
Hidden Pond Yarns,6
Hidden Touch Natural Yarns,2
Hidden Valley Yarn,2
Hideaway Hills Alpaca,1
Hifa,15
High Country Wool,7
High Fibre,1
High Fibre Shop,2
High Head Castle,1
High Prairie Fibers,5
High Weald Fibre Factory,1
HighFiberArtz,3
Higher Gills Farm,2
Highfield Textiles,6
Highland,1
Highland Alpaca,3
Highland Handmades,27
Highland Springs Farm,1
Highland Yarns,1
Highlands Stitchery,1
Hiisi Yarns,1
Hilabor,1
"Hiladora, LLC",1
Hilados LHO,37
Hilados Panda,4
Hilados Tramas,2
Hilandera Maisa,2
Hilanse,1
Hilaturas LM,9
Hilaturas Morillas,2
Hilaturas Torrijo,6
Hill Country Weavers,3
Hill Country Yarns,8
Hill Farm,1
Hill View Farm,3
Hill and Hollow Plant Dyed,1
Hillesvåg Ullvarefabrikk,15
Hillside Farm Hawaii,1
Hilltop Alpacas,1
Hilltop Fibreworker,1
Hilltop Handspun,3
Hilltop Hollow Farm,1
HilltopCloud,2
Hillview Yarns,5
Hilori's Magical Yarnorium,15
Hilos Tren,3
Hilos y Estambres San Ángel,2
Himalaya,37
Hinterland,7
HipKnitShop,4
HipKnits,1
Hipknitized Fibre Co,1
Hipknitized Fibres,1
Hippie Fibres,8
Hippie's Yarn,1
Hippy Pippy,6
Hippynoodle,1
Hipstrings,11
Hiraeth,4
Hircus Filati,5
Hiwassee Creek Dyeworks,7
Hjelholts Uldspinderi,12
Hjertegarn,98
Hnossa Knits,1
Hobbii,104
Hobbledehoy,8
Hobby Kraft,1
Hobby Lobby,18
Hobby Lobby (Greece),1
HobbyKnit,6
Hobbyknob Farm,1
Hobbywool,1
Hobi Yarns,1
Hobipunkt,2
HodgePodge Skeins,2
Hodgeling Hand Dyed Yarn,5
Hoelfeldt Lund,3
Hokulani Farms,1
Hole and Sons,1
Holen Ullverksted,1
Holiday Bulgaria,1
Holiday Yarns,15
Holland Handmade Co.,2
Holles Wollfärberei,10
Hollow Brook Handmade,1
Holly Press Fibers,7
Holly Road Fiber Farm,1
Holly Tree Dyeworks,2
Holly and Ivy Dyeworks,5
Hollyberry Designs,9
Hollyhock Farm Alpacas,1
Holst Garn,7
Holy Sheep Yarn Co.,2
Home,23
Home & Co,2
Home Collection,2
Home Farm Wensleydales,4
Home Row Fiber Co.,1
Home Spun Girls Yarns,4
Homebrew,1
Homelea Lass,1
Homemaker,7
Homespun Natural Dyed Wool,1
Homespun Wonders,1
Homestead Fibers,1
Homestead Heritage,1
Homewares,1
Honest Ghost Studios,3
Honey Bee Knits,5
Honey Girl Farms,21
Honey Lane Farms,2
Honeycomb Hills Hand-dyed Yarn,1
Honeygold Acres,1
Honeysuckle Yarns,1
Hongdou Group,2
Honkarinteen Lammastila,2
Honorwood,3
Hoobody Fibers,1
Hood Fibers,2
Hoof-To-Hanger,2
Hook & Light,2
Hook Line and Stitches,1
Hookaholic Handspun,1
Hooked on Sunshine,1
Hooker's Corner,7
Hooking Marvellous yarns,3
Hooligan Yarns,1
Hoooked,10
Hooplayarn,1
Hope Spinnery,3
Hopeasäie,6
Hopeful Shetlands,1
Hopemade Yarn Co.,1
Hopj'arn,3
Hopkins Fiber Studio,3
"Horizon Group USA, Inc.",1
Horstia,9
Houndstooth Fiber Arts,17
House,4
House of A La Mode,19
House of Alpaca,2
House of Awesome,4
House of Hachi,1
House of Yarn,8
Housewares Essentials,1
Hu Made,8
Hub City Fibers,2
Hub Mills,1
Huber Wolle,1
Huck & Rae Fiber Studio,6
Huckleberry Knits,38
Hudson + West Co.,2
Hudson Valley Fibers,3
Hudson Valley Sheep & Wool Co.,5
Hue It Hand Dyed Fibers,4
Hue Loco,13
Hues By Heather,2
Huggybear Knits,7
Hugo Boss,1
Huguet,1
Hula Hut Yarns,6
Hulla's Holzgesockse,1
Hullion Fiberworks,1
Humble Acres Yarn,10
Humble Bee Knits,3
Humble Knit,7
Humboldt Colors for YARN-fun,1
Humming Bee Farm,1
Hummingbird Moon,1
Hummingbird Yarns,3
Hunt Valley Cashmere,5
Hunters of Brora,2
Hunting Hall,3
Hurricane Yarn,2
Hydrangea,3
Hyena In Petticoats,4
Hygge,1
Hyperbole,4
Hypnotic Yarn,9
Hypothesis Yarns,6
Hysterical Yarns,1
Hämeen Kehräämö,1
Hélène Magnusson Yarns,4
Höner och Eir,1
Hübner Wolle,1
H’ewephoria,1
I Bee Weaving,2
I Feel Like Dyeing,3
I Knit or Dye,24
I Love Knitting,1
I Love Yarn ♥,1
I Would Dye 4U,1
IAFIL S.p.A.,3
IAGARB Club,1
IGH-Wollversand,1
ILO Yarn,1
INJI Kismet Fibers,4
IR♡,4
ISPE Padova,22
ITO,33
ITOBITO,11
ITOknitto,1
Iboy's  Mohair,1
Ice Yarns,114
Icioway,1
Icon Fiber Arts,1
Idaho Fibers,3
Idee di Filo Trussardi,1
Idena,30
Ideuma Creek Alpaca Farm,1
Ihakara,2
Ihan kiva lanka,1
Iinan tekoa,1
Ikigai Fiber,2
